ell,J,L,M,density_norm,vector_real,vector_imag,tensor_real,tensor_imag,n_theta,n_phi
1,2,2,-2,2.830918954005202e-17,5.998973041218825e-20,-0.28209479177387703,-2.0394053064027018e-18,0.5641895835477598,48,64
1,2,2,-1,2.684242445223914e-17,-4.700786412814111e-19,-0.2820947917738799,1.4891795355769142e-18,0.5641895835477542,48,64
1,2,2,0,1.0133872327764957e-17,0.0,-0.2820947917738773,0.0,0.5641895835477541,48,64
1,2,2,1,2.693486785101353e-17,6.289691340604301e-19,-0.2820947917738799,-1.0434969367903548e-18,0.5641895835477542,48,64
1,2,2,2,2.830918954005202e-17,-5.998973041218825e-20,-0.28209479177387703,2.0394053064027018e-18,0.5641895835477598,48,64
